SYMBOL,COMPANY,INDUSTRY,SERIES,FACEVALUE,PURPOSE,EXDATE,RECORDDATE,BCSTARTDATE,BCENDDATE,NDSTARTDATE,NDENDDATE,DOWNDAY
84GS2024,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,2020-01-24,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
WIPRO,Wipro Limited,-,EQ,2, Interim Dividend - Re 1 Per Share,2020-01-24,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
INDIGRID,India Grid Trust,-,IV,100, Distribution,2020-01-27,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
IIFLWAM,Iifl Wealth Management Limited,-,EQ,2, Interim Dividend- Rs 10 Per Share,2020-01-29,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
826GS2027,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,2020-01-30,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
832GS2032,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,2020-01-30,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
PRATIBHA,Pratibha Industries Limited,-,EQ,2, Annual General Meeting,2020-01-30,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
GRANULES,Granules India Limited,-,EQ,1, Interim Dividend - Re 0.25 Per Share,2020-01-30,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
GMMPFAUDLR,GMM Pfaudler Limited,-,EQ,2, Interim Dividend - Re 1 Per Share,2020-01-30,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
808GS2022,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,2020-01-30,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
SHARDACROP,Sharda Cropchem Limited,-,EQ,10, Interim Dividend Rs 2 Per Share,2020-01-31,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
MOTILALOFS,Motilal Oswal Financial Services Limited,-,EQ,1, Interim Dividend-Rs 4 Per Share,2020-01-31,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
DBCORP,D.B.Corp Limited,-,EQ,10, Interim Dividend Rs 3.5 Per Share,2020-02-03,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
NAM-INDIA,Nippon Life India Asset Management Limited,-,EQ,10, Interim Dividend - Rs 3 Per Share,2020-02-03,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
TCIEXP,TCI Express Limited,-,EQ,2, Interim Dividend - Rs 1.50 Per Share,2020-02-03,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
SIEMENS,Siemens Limited,-,EQ,2, Dividend - Rs 7 Per Share,2020-02-03,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
RBL,Rane Brake Lining Limited,-,EQ,10, Interim Dividend - Rs 6 Per Share,2020-02-03,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
CONTROLPR,Control Print Limited,-,EQ,10, Interim Dividend Rs 3.5 Per Share,2020-02-04,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
BAJAJELEC,Bajaj Electricals Limited,-,EQ,2, Rights 13:118 @ Premium Rs 308/-,2020-02-05,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
SHRIPISTON,Shriram Pistons & Rings Limited,-,EQ,10, Interim Dividend - Rs 3 Per Share,2020-02-05,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
GODREJCP,Godrej Consumer Products Limited,-,EQ,1, Interim Dividend - Rs 2 Per Share,2020-02-05,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
VINATIORGA,Vinati Organics Limited,-,EQ,1, Face Value Split (Sub-Division) - From Rs 2/- Per Share To Rs 1/- Per Share,2020-02-05,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
ALKALI,Alkali Metals Limited,-,EQ,10, Interim Dividend -Rs 1 Per Share,2020-02-05,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
ACCELYA,Accelya Solutions India Limited,-,EQ,10, Interim Dividend - Rs 10 Per Share,2020-02-05,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
ZENSARTECH,Zensar Technologies Limited,-,EQ,2, Interim Dividend - Re 1 Per Share,2020-02-06,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
PERSISTENT,Persistent Systems Limited,-,EQ,10, Interim Dividend - Rs 9 Per Share,2020-02-06,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
DCMSHRIRAM,DCM Shriram Limited,-,EQ,2, Interim Dividend - Rs 4.20 Per Share,2020-02-06,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
CCL,CCL Products (India) Limited,-,EQ,2, Interim Dividend - Rs 2 Per Share,2020-02-06,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
75GS2034,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,2020-02-06,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
MARICO,Marico Limited,-,EQ,1, Interim Dividend - Rs 3.25 Per Share,2020-02-06,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
MANAPPURAM,Manappuram Finance Limited,-,EQ,2, Interim Dividend - Rs 0.55 Per Share,2020-02-06,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
ORIENTELEC,Orient Electric Limited,-,EQ,1, Interim Dividend - Rs 0.65 Per Share,2020-02-06,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
KKCL,Kewal Kiran Clothing Limited,-,EQ,10, Interim Dividend - Rs 15 Per Share,2020-02-06,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
AEGISCHEM,Aegis Logistics Limited,-,EQ,1, Interim Dividend - Rs 0.50 Per Share,2020-02-07,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
BSOFT,BIRLASOFT LIMITED,-,EQ,2, Interim Dividend - Re 1 Per Share,2020-02-07,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
NIITTECH,NIIT Technologies Limited,-,EQ,10, Interim Dividend - Rs 10 Per Share,2020-02-07,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
CUMMINSIND,Cummins India Limited,-,EQ,2, Interim Dividend - Rs 7 Per Share,2020-02-07,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
VAIBHAVGBL,Vaibhav Global Limited,-,EQ,10, Interim Dividend - Rs 7 Per Share,2020-02-07,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
SRF,SRF Limited,-,EQ,10, Interim Dividend - Rs 7 Per Share,2020-02-10,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
KPRMILL,K.P.R. Mill Limited,-,EQ,5, Interim Dividend - Rs 3.75 Per Share,2020-02-11,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
RECLTD,REC Limited,-,EQ,10, Interim Dividend - Rs 11 Per Share,2020-02-11,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
BROOKS,Brooks Laboratories Limited,-,EQ,10, Rights 9:20 @ Premium Rs 10/-,2020-02-11,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
TVSMOTOR,TVS Motor Company Limited,-,EQ,1, Interim Dividend - Rs 2.10 Per Share,2020-02-11,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
BEL,Bharat Electronics Limited,-,EQ,1, Interim Dividend - Rs 1.40 Per Share,2020-02-11,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
ARROWGREEN,Arrow Greentech Limited,-,EQ,10, Rights 1:5 @ Premium Rs 26/-,2020-02-12,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
WELCORP,Welspun Corp Limited,-,EQ,5, Interim Dividend - Rs 10 Per Share,2020-02-12,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
DHAMPURSUG,Dhampur Sugar Mills Limited,-,EQ,10, Interim Dividend - Rs 6 Per Share,2020-02-12,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
DLF,DLF Limited,-,EQ,2, Interim Dividend - Rs 1.20 Per Share,2020-02-12,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
IRBINVIT,IRB InvIT Fund,-,IV,102, Third Distribution - Interest Payment Rs 2 Per Unit/ Return Of Capital Re 0.70 Per Unit,2020-02-12,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
ALKEM,Alkem Laboratories Limited,-,EQ,2, Interim Dividend - Rs 22 Per Share,2020-02-13,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
BLS,BLS International Services Limited,-,EQ,1, Interim Dividend - Rs 0.50 Per Share,2020-02-13,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
ARCHIDPLY,Archidply Industries Limited,-,EQ,10, Demerger,2020-02-13,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
82GS2022,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,2020-02-13,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
828GS2032,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,2020-02-13,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
824GS2027,GOVERNMENT OF INDIA,-,GS,100, Interest Payment,2020-02-13,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
TI,Tilaknagar Industries Limited,-,EQ,10, Extra Ordinary General Meeting,2020-02-13,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
MOIL,MOIL Limited,-,EQ,10, Interim Dividend - Rs 3 Per Share,2020-02-13,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
IIFLSEC,IIFL Securities Limited,-,EQ,2, Interim Dividend - Rs 2 Per Share,2020-02-13,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
KEC,KEC International Limited,-,EQ,2, Interim Dividend - Rs 3.4 Per Share,2020-02-13,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
IBULHSGFIN,Indiabulls Housing Finance Limited,-,EQ,2, Interim Dividend - Rs 6 Per Share,2020-02-13,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
SUPRAJIT,Suprajit Engineering Limited,-,EQ,1, Interim Dividend - Rs 0.75 Per Share,2020-02-13,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
METROPOLIS,Metropolis Healthcare Limited,-,EQ,2, Interim Dividend - Rs 8 Per Share,2020-02-13,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
ENGINERSIN,Engineers India Limited,-,EQ,5, Interim Dividend - Rs 3.60 Per Share,2020-02-14,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
STARCEMENT,Star Cement Limited,-,EQ,1, Interim Dividend - Re 1 Per Share,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
SUNPHARMA,Sun Pharmaceutical Industries Limited,-,EQ,1, Interim Dividend - Rs 3 Per Share,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
SYMPHONY,Symphony Limited,-,EQ,2, Interim Dividend - Rs 2 Per Share/ Splecial Dividend - Rs 18 Per Share,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
ADFFOODS,ADF Foods Limited,-,EQ,10, Interim Dividend - Rs 1.5 Per Share,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
DALBHARAT,Dalmia Bharat Limited,-,EQ,2, Interim Dividend - Rs 2 Per Share,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
HEG,HEG Limited,-,EQ,10, Interim Dividend - Rs 25 Per Share,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
HEROMOTOCO,Hero MotoCorp Limited,-,EQ,2, Interim Dividend - Rs 65 Per Sh,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
HIKAL,Hikal Limited,-,EQ,2, Interim Dividend - Re 1 Per Share,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
RITES,RITES Limited,-,EQ,10, Interim Dividend - Rs 4 Per Share,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
IFGLEXPOR,IFGL Refractories Limited,-,EQ,10, Interim Dividend - Rs 2.50 Per Share,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
KPITTECH,KPIT Technologies Limited,-,EQ,10, Interim Dividend - Rs 0.55 Per Share,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
MINDACORP,Minda Corporation Limited,-,EQ,2, Int Dividend - Rs 0.35 Per Share,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
MINDAIND,Minda Industries Limited,-,EQ,2, Interim Dividend - Rs 0.40 Per Share,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
NHPC,NHPC Limited,-,EQ,10, Int Dividend - Rs 1.18 Per Share,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
OSEINTRUST,Oriental InfraTrust,-,IV,100, Distribution - Rs 0.51 Per Unit,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
VIKASPROP,Vikas Proppant & Granite Limited,-,EQ,1, Interim Dividend - Re 0.10 Per Share,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
GAIL,GAIL (India) Limited,-,EQ,10, Interim Dividend - Rs 6.4 Per Share,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
AARTIDRUGS,Aarti Drugs Limited,-,EQ,10, Interim Dividend - Rs 2 Per Share,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
ASTRAL,Astral Poly Technik Limited,-,EQ,1, Interim Dividend - Re 0.60 Per Share,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
AUROPHARMA,Aurobindo Pharma Limited,-,EQ,1, Interim Dividend - Rs 1.75 Per Share,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
RANEHOLDIN,Rane Holdings Limited,-,EQ,10, Interim Dividend - Rs 4 Per Share,2020-02-17,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
VIDHIING,Vidhi Specialty Food Ingredients Limited,-,EQ,1, Interim Dividend - Re 0.40 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
PAGEIND,Page Industries Limited,-,EQ,10, Interim Dividend - Rs 58 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
NEULANDLAB,Neuland Laboratories Limited,-,EQ,10, Interim Dividend - Rs 2 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
KAJARIACER,Kajaria Ceramics Limited,-,EQ,1, Interim Dividend - Rs 3 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
SANDHAR,Sandhar Technologies Limited,-,EQ,10, Interim Dividend - Rs 1.25 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
SATIA,Satia Industries Limited,-,EQ,1, Interim Dividend - Re 0.15 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
PRECWIRE,Precision Wires India Limited,-,EQ,5, Interim Dividend - Rs 1 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
SUNDARMFIN,Sundaram Finance Limited,-,EQ,10, Interim Dividend - Rs 10 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
TORNTPOWER,Torrent Power Limited,-,EQ,10, Interim Dividend - Rs 11.60 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
TRIVENI,Triveni Engineering & Industries Limited,-,EQ,1, Interim Dividend - Re 1.1 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
SHREYANIND,Shreyans Industries Limited,-,EQ,10, Interim Dividend - Rs 3 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
VISAKAIND,Visaka Industries Limited,-,EQ,10, Int Dividend - Rs 10 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
VRLLOG,VRL Logistics Limited,-,EQ,10, Interim Dividend - Rs 3 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
GSCLCEMENT,Gujarat Sidhee Cement Limited,-,EQ,10, Interim Dividend - Re 1 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
CONCOR,Container Corporation of India Limited,-,EQ,5, Int Dividend - Rs 0.75 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
DWARKESH,Dwarikesh Sugar Industries Limited,-,EQ,1, Interim Dividend - Re 1 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
HITECHGEAR,The Hi-Tech Gears Limited,-,EQ,10, Interim Dividend - Rs 1.50 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
IPCALAB,IPCA Laboratories Limited,-,EQ,2, Interim Dividend - Rs 5 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
INDNIPPON,India Nippon Electricals Limited,-,EQ,5, Interim Dividend - Rs 3 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
KITEX,Kitex Garments Limited,-,EQ,1, Interim Dividend - Re 1.50 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
MIRZAINT,Mirza International Limited,-,EQ,2, Interim Dividend - Rs 0.90 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
MRF,MRF Limited,-,EQ,10, Interim Dividend - Rs 3 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
NMDC,NMDC Limited,-,EQ,1, Interim Dividend - Rs 5.29 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
NRBBEARING,NRB Bearing Limited,-,EQ,2, Interim Dividend - Rs 0.80 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
LUXIND,Lux Industries Limited,-,EQ,2, Interim Dividend - Rs 10 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
MAANALU,Maan Aluminium Limited,-,EQ,10, Interim Dividend - Re 1 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
NATIONALUM,National Aluminium Company Limited,-,EQ,5, Interim Dividend - Rs 1.5 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
NAUKRI,Info Edge (India) Limited,-,EQ,10, Interim Dividend - Rs 3.50 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
ADVANIHOTR,Advani Hotels & Resorts (India) Limited,-,EQ,2, Interim Dividend - Rs 1.10 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
CENTURYPLY,Century Plyboards (India) Limited,-,EQ,1, Interim Dividend - Re 1 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
ALKYLAMINE,Alkyl Amines Chemicals Limited,-,EQ,5, Interim Dividend - Rs 10 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
CESC,CESC Limited,-,EQ,10, Interim Dividend - Rs 20 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
AMRUTANJAN,Amrutanjan Health Care Limited,-,EQ,1, Interim Dividend - Re 1.55 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
BODALCHEM,Bodal Chemicals Limited,-,EQ,2, Interim Dividend - Re 0.80 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
FINEORG,Fine Organic Industries Limited,-,EQ,5, Interim Dividend - Rs 4 Per Share,2020-02-18,0000-00-00,0000-00-00,0000-00-00,0000-00-00,0000-00-00,2020-03-09 12:07:20
